title,url,author,documentType,sourceName,visualizationType,technology,thumbnail,date
Video tutorials in Japanese,http://www.youtube.com/watch?v=6y9Wbk-ot6w&list=PLMYagHpE41gatCJGq5W5tAcKratzCqw6X,Dot Install,video tutorials,youtube,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-19-13%208.03.38%20PM.png,
Viewing OpenLearn Mindmaps Using d3.js,http://blog.ouseful.info/2012/05/11/viewing-openlearn-mindmaps-using-d3-js/,Tony Hirst,blog post,,tree,networkx,,
"Viewing Relations, Attributes, and Entities in RDF",http://tw.rpi.edu/web/tool/vraer,Jim McCusker,standalone visualization,,network,rdf,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-8-13%209.12.06%20PM.png,
VIM keymap,https://dl.dropbox.com/u/3397495/VIM/VIMKEYMAP/manual_svg_014.html,Dealga McArdle,standalone visualization,,,,,
Violin: Instrumenting JavaScript,http://latentflip.github.com/violin/,Philip Roberts,code library,github page,,,,
Violin/Box plots,http://bl.ocks.org/z-m-k/5014368,Marcin Zamojski,code viewer,bl.ocks,violin chart; box plot,,,
Visual Hacker News,http://fanfarefantastique.com/vishna/,Marc-Olivier Ricard,standalone visualization,,floating bubbles,,,
Visual Sedimentation,http://www.visualsedimentation.org/index.html,Samuel Huron; Romain Vuillemot,code library,github,bar chart; pie chart; bubble chart; ,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-4-13%209.33.47%20AM.png,
Visual Sedimentation Tweet,http://playground.anthonyly.com/HTML5/canvas/VSTweet/,Samuel Huron; Romain Vuillemot,standalone visualization,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-19-13%203.02.02%20PM.png,
Visual.ly Meetup Recap: Introductory D3 Workshop,http://blog.visual.ly/visual-ly-meetup-recap-introductory-d3-workshop/,Aleksandra Todorova,talks,Visual.ly,,,,
Visual.ly tagged D3.js,http://visual.ly/search/node?keys=d3.js,,collection,,,,,
Visualising a real-time DataSift feed with Node and D3.js,http://www.benh.co.uk/datasift/visualising-a-datasift-feed-with-node-and-d3/,Ben Hagan,blog post,,,,,
Visualising Change in Presidential Vote,http://www.diegovalle.net/maps/secondage,Diego Valle-Jones,standalone visualization,,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-25-13%204.53.49%20PM.png,
Visualising ConAir Data With Cubism.js Arduino TempoDB Sinatra,http://sammyd.github.com/blog/2012/09/16/visualising-conair-data-with-cubism-dot-js/,,code library,github page,,cubism.js; arduino; tempodb; sinatra,,
Visualising New Zealand's Stolen Vehicle Database Part1,http://markhansen.co.nz/stolen-vehicles-pt1/,Mark Hansen,,,,,,
Visualising New Zealand's Stolen Vehicle Database Part2,http://markhansen.co.nz/stolen-vehicles-pt2/,Mark Hansen,,,,,,
Visualization of Beijing Air Pollution,http://scottcheng.github.com/bj-air-vis/,Scott Cheng,standalone visualization,,map; heatmap; radar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-6-13%202.10.37%20PM.png,
Visualization of music suggestion,http://soundsuggest.wordpress.com/2013/04/13/d3-js-visualization-infovis-whitebox-cf-js/,Joris Schelfaut,blog post,,chord diagram,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-15-13%209.16.49%20AM.png,
Visualize online conversion journeys,http://www.tips-for-excel.com/2012/06/using-d3-js-to-visualise-online-conversion-journeys/,,blog post,,scatterplot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-7-13%2011.09.29%20AM.png,
Visualize with d3js: Bring life to your data,http://hsilomedus.me/wp-content/uploads/javadayd3/index.html,Pance Cavkovski,slides,,voronoi; network; force-directed voronoi,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-6-13%2012.47.55%20AM.png,
Visualizing a network with Cypher and d3.js,http://maxdemarzi.com/2012/02/13/visualizing-a-network-with-cypher/,Max De Marzi,,,network,,,
Visualizing a newborn's feeding and diaper activity,http://jerseyshots.com/viz/newborn.html,Jimmie Yoo,,,,,,
Visualizing Data with Web Standards Slides,http://mbostock.github.com/d3/talk/20111116/,Mike Bostock,talks,W3Conf,,,,
Visualizing Data with Web Standards Video,http://cdn-smooth.ms-studiosmedia.com/events/W3C/Day2/Web_Standards.mp4,Mike Bostock,talks,W3Conf,,,,
Visualizing document similarity over time,http://www.davidmasad.com/sandbox/FirmClusters.html,,,,,,,
Visualizing Facebook Friends With D3.js,http://rfw.name/blog/2012/10/23/visualizing_facebook_friends.html,,blog post,,network,,,
Visualizing my entire website as a network,http://gkarthik.net/2012/,G. Karthik,standalone visualization,,network,,,
Visualizing NetworkX graphs in the browser using D3,http://www.drewconway.com/zia/?p=2765,,,,network,networkx,,
Visualizing NFL Draft History,http://nandayadav.github.com/nfldrafts_visualization/,Nanda Yadav,standalone visualization,,pictogram,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-23-13%208.54.41%20PM.png,
Visualizing opinons around the world (zoomable world map and interactive pie chart),http://theartofasking.com/question/wjucdg6k,Siamac Fazli; Bastian Venthur,standalone visualization,,map,,,
Visualizing San Francisco Home Price Ranges,http://trends.truliablog.com/vis/pricerange-sf/,,,,,,,
Visualizing Swiss politicians on Twitter using D3.js,http://visurus.wordpress.com/2012/08/30/visualizing-swiss-politicians-on-twitter-using-d3-js/,Ralph,,,,,,
Visualizing the News through Metro Maps,http://metro.ezyang.com/,Edward Z. Yang,standalone visualization,,metro map,,,
Visualizing The Racial Divide,http://vallandingham.me/vis/racial_divide.html,,,,,,,
Visualizing U.S. Births and Deaths in Real-Time,http://nowherenearithaca.blogspot.com/2012/12/simulating-us-birthsdeaths-in-real-time.html,Brad F. Lyon,,,,,,
Voronoi Boids: Voroboids,http://www.jasondavies.com/voroboids/,Jason Davies,,,voronoi,,,
Voronoi Clipping,http://bl.ocks.org/4237768,Mike Bostock,code viewer,bl.ocks,voronoi,,https://gist.github.com/mbostock/4237768/raw/thumbnail.png,12/8/2012
Voronoi Diagram,http://mbostock.github.com/d3/talk/20111116/airports-all.html,Mike Bostock,,,voronoi,,https://a248.e.akamai.net/camo.github.com/29881703b5f7bd08214af09dbe5d5b760ef246f3/687474703a2f2f64336a732e6f72672f65782f616972706f7274732d616c6c2e706e67,
Voronoi Diagram with Force Directed Nodes and Delaunay Links,http://www.christophermanning.org/projects/voronoi-diagram-with-force-directed-nodes-and-delaunay-links/,Christopher Manning,,,voronoi,,https://a248.e.akamai.net/camo.github.com/0484f431e23957a8c71ab3c177bbb367fb5bd853/687474703a2f2f64336a732e6f72672f65782f666f7263652d766f726f6e6f692e706e67,
Voronoi paint,http://xn--dahlstrm-t4a.net/svg/interactivity/voronoi/voronoi-paint.html,Erik Dahlström,,,voronoi,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-6-13%201.02.20%20AM.png,
Voronoi Picking,http://bl.ocks.org/1405439,,code viewer,bl.ocks,voronoi,,https://a248.e.akamai.net/camo.github.com/5aba1607a06f0eaa4b739a3e4db9ca01f980d203/687474703a2f2f64336a732e6f72672f65782f766f726f6e6f692d7069636b65722e706e67,
Voronoi Tesselation,http://bl.ocks.org/4060366,Mike Bostock,code viewer,bl.ocks,voronoi,,https://gist.github.com/mbostock/4060366/raw/thumbnail.png,1/23/2013
Voronoi Tessellation (Redirect),http://bl.ocks.org/665906,Mike Bostock,code viewer,bl.ocks,voronoi,,https://gist.github.com/mbostock/665906/raw/thumbnail.png,11/18/2012
Voronoi Tessellation (Redirect),http://bl.ocks.org/667245,Mike Bostock,code viewer,bl.ocks,voronoi,,https://gist.github.com/mbostock/667245/raw/thumbnail.png,11/18/2012
Voronoi Test (N=2),http://bl.ocks.org/3962108,Mike Bostock,code viewer,bl.ocks,voronoi,,https://gist.github.com/mbostock/3962108/raw/thumbnail.png,12/7/2012
Voronoi tests,http://bl.ocks.org/3846051,Mike Bostock,code viewer,bl.ocks,voronoi,,https://gist.github.com/mbostock/3846051/raw/thumbnail.png,1/23/2013
VVVV viewer,http://vvvvjs.quasipartikel.at/,,,,,,,
W3C Validation Errors,http://bl.ocks.org/2941604,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2941604/raw/thumbnail.png,10/11/2012
Wagner IV,http://bl.ocks.org/4487674,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4487674/raw/thumbnail.png,1/8/2013
Wagner VI Projection,http://bl.ocks.org/3710148,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3710148/raw/thumbnail.png,12/23/2012
Wagner VII,http://bl.ocks.org/4465109,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4465109/raw/thumbnail.png,1/5/2013
Walmart locations,http://bl.ocks.org/3854614,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3854614/raw/thumbnail.png,10/11/2012
Waterfall chart of Tendulkar's ODI career ,https://github.com/deepakg/waterfall,Deepak Gulati,source code,github,waterfall chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-9-13%2010.45.18%20AM.png,
Waterman Butterfly,http://bl.ocks.org/4458497,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4458497/raw/thumbnail.png,1/28/2013
Wave,http://www.jasondavies.com/wave/,Jason Davies,,,,,,
We Love France: transition between the Hexagon and a heart,http://blog.lightjs.org/2012/09/d3-js-fun-france-2/,,,,map,,,
We're In The Money: How Much Do The Movies We Love Make?,http://vallandingham.me/vis/movie,,,,,,,
Weather of the World,http://benheb.github.io/d3-sandbox/world-temperatures.html,Brendan Heberton,standalone visualization,,map,forecast.io,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-8-13%2010.12.34%20PM.png,
Web reporting with D3js and R using RStudio Shiny,http://timelyportfolio.blogspot.com/2012/12/d3-shiny-and-r-reporting-performance.html,Kenton Russel,,,,r; rstudio,,
Web Traffic as flying bubbles ,http://bl.ocks.org/WardCunningham/5861122,Ward Cunningham ,code viewer,bl.ocks,bubble chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%207-5-13%202.40.41%20PM.png,
Web-Based Visualization Part 1: The D3.js Key Concept,http://ui-cloud.com/web-based-visualization-part-1-the-d3-js-key-concept/,,tutorial,,,,,
Webplatform dancing logo,http://blog.lightjs.org/2012/10/welcome-to-webplatform-animation-d3js/,,,,,,,
WebPlatform.org SVG Logo,http://bl.ocks.org/3853405,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3853405/raw/thumbnail.png,10/11/2012
Website Graph Bavigation,http://hanhtrinhkientruc.org/,Trọng Hoan,standalone visualization,,network,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-20-13%2011.41.46%20AM.png,
What do countries look like? ,http://peopleviz.gforge.inria.fr/oecd_BLI_radar_chart/,Jeremy Boy,standalone visualization,,radar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-28-13%209.47.33%20AM.png,
What Do You Work For?,http://www.datavizchallenge.org/viz/73,Jeffrey Baumes,,,,,,
What Size Am I? Finding dresses that fit,http://sizes.darkgreener.com/,Anna Powell-Smith,,,,,,
When is Easter?,http://www.vislives.com/2012/04/when-is-easter-sunday.html,,,bar chart,,,,
Which career should I invest in?,http://bl.ocks.org/richardwestenra/raw/129f64bfa2b0d48d27c9/,Richard Westenra,standalone visualization,bl.ocks,scatterplot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-1-13%203.01.33%20PM.png,
Who are Rennes Metropolis inhabitants?,http://dataveyes.com/blog/rennes/index-en.html,Dataveyes,blog post,,map; choropleth,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-15-13%209.30.59%20AM.png,
Who Voted for Rick Santorum and Mitt Romney,http://www.nytimes.com/interactive/2012/03/07/us/politics/how-candidates-fared-with-different-demographic-groups.html,,news,nytimes,,,,
Wiechel,http://bl.ocks.org/4463155,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4463155/raw/thumbnail.png,1/5/2013
Wind,http://bl.ocks.org/865396,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/865396/raw/thumbnail.png,10/11/2012
Wind History,http://windhistory.com/,,,,,,https://a248.e.akamai.net/camo.github.com/1ba21e65688d29f2d40850ab33ab15b666aef341/687474703a2f2f64336a732e6f72672f65782f77696e64686973746f72792e706e67,
Winkel Tripel Graticule,http://bl.ocks.org/3664049,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3664049/raw/thumbnail.png,12/6/2012
Winkel Tripel Projection,http://bl.ocks.org/3682676,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3682676/raw/thumbnail.png,1/4/2013
Wood Grain,http://tributary.io/inlet/5106773,Dealga McArdle,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-7-13%2010.46.35%20AM.png,
Word Cloud,https://github.com/jasondavies/d3-cloud/blob/master/d3.layout.cloud.js,,source code,github code,word cloud,,,
Word Frequency Bubble Clouds,http://vallandingham.me/bubble_cloud/,,,,bubble chart,,,
Word Tree,http://www.jasondavies.com/wordtree/,Jason Davies,standalone visualization,,tree,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-12-13%203.03.04%20PM.png,
Word wrap in SVG using foreignObject,http://tributary.io/inlet/5320723,Christophe Viau,code viewer,bl.ocks,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-5-13%209.58.26%20AM.png,
WordCloud,http://www.jasondavies.com/wordcloud/,Jason Davies,,,word cloud,,https://a248.e.akamai.net/camo.github.com/f2c71c540f16e8cc81cde8afbff95dd8b6c23ee1/687474703a2f2f64336a732e6f72672f65782f636c6f75642e706e67,
World Bank Global Development Sprint,http://visualizing.org/sprint/global-development-sprint,Artem Zubkov,standalone visualization,,"network, stacked bar chart",,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-30-13%202.19.26%20PM.png,
World Bank Global Development Sprint,http://www.visualizing.org/sprint/global-development-sprint,Mahir M. Yavuz,,,scatterplot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-22-13%201.14.52%20PM.png,
World Boundaries TopoJSON,http://bl.ocks.org/4091835,,code viewer,bl.ocks,map,,,
World Map,http://bl.ocks.org/4180634,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4180634/raw/thumbnail.png,12/25/2012
World Tour,http://bl.ocks.org/4183330,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4183330/raw/thumbnail.png,1/17/2013
World Wide Women's Rights,http://www.wimdows.nl/datavis/lib/D3/ciripleth-area-exp.html,Wimdows.nl,,,,,,
X-Value Mouseover,http://bl.ocks.org/3902569,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3902569/raw/thumbnail.png,1/5/2013
x3dom event test,http://bl.ocks.org/hlvoorhees/5376764,hlvoorhees,code viewer,bl.ocks,,x3dom,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-15-13%209.24.29%20AM.png,
xCharts: a D3-based library for building custom charts and graphs,http://tenxer.github.com/xcharts/,,code library,github page,,,,
XKCD-style plots,http://dan.iel.fm/xkcd/,,,,,,,
Your Tax-paid Tweets,http://congress.joshreyes.com/,Joshua A. Reyes,,,,,,
Zero Ticks,http://bl.ocks.org/2996766,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2996766/raw/thumbnail.png,10/11/2012
ZJONSSON’s bl.ocks,http://bl.ocks.org/ZJONSSON,Ziggy Jonsson,collection,bl.ocks,,,,
Zoom a map to a Feature Bounding Box,http://bl.ocks.org/mbostock/4699541,Mike Bostock,code viewer,bl.ocks,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-21-13%202.57.32%20PM.png,
Zoomable Area,,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4015254/raw/thumbnail.png,11/12/2012
Zoomable Area Chart,http://mbostock.github.com/d3/talk/20111018/area-gradient.html,Mike Bostock,,,area chart,,https://a248.e.akamai.net/camo.github.com/8a534aaef7b5d6d9ac5ca5fdfdd1ef3b61642600/687474703a2f2f64336a732e6f72672f65782f617265612d6772616469656e742e706e67,
Zoomable Icicle,http://bl.ocks.org/1005873,Mike Bostock,code viewer,bl.ocks,icicle,,https://gist.github.com/mbostock/1005873/raw/thumbnail.png,10/11/2012
Zoomable Pack Layout,http://mbostock.github.com/d3/talk/20111116/pack-hierarchy.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/0330ad828011dab4311257a784e6dffcdbf11281/687474703a2f2f64336a732e6f72672f65782f7061636b2d6869657261726368792e706e67,
Zoomable Partition Layout,http://mbostock.github.com/d3/talk/20111018/partition.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/48f41725f95dad3f65f65e5f47c1b70e932be48c/687474703a2f2f64336a732e6f72672f65782f706172746974696f6e2d7a6f6f6d2e706e67,
Zoomable Sunburst,http://bl.ocks.org/4348373,Mike Bostock,code viewer,bl.ocks,sunburst,,https://gist.github.com/mbostock/4348373/raw/thumbnail.png,1/3/2013
Zoomable Treemap,http://mbostock.github.com/d3/talk/20111018/treemap.html,Mike Bostock,,,treemap,,https://a248.e.akamai.net/camo.github.com/4d1a221d33bd9dbcac10129dc34eff00b845d213/687474703a2f2f64336a732e6f72672f65782f747265656d61702d7a6f6f6d2e706e67,
Zoomdata,http://www.zoomdata.com/,Zoomdata,product,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%206-15-13%209.34.54%20AM.png,
ZUI in D3.js,http://bl.ocks.org/timelyportfolio/5149102,Kenton Russel,code viewer,bl.ocks,line chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-12-13%2011.04.06%20PM.png,
,http://tributary.io/inlet/6116099,Erik Hazzard,code viewer,tributary,stacked bar chart,,http://i.imgur.com/d0BqcbX.png,7/30/2013
,http://tributary.io/inlet/5584636,Erik Hazzard,code viewer,tributary,experiment; filters,,http://i.imgur.com/4cakzEc.png,
Interacting with Architectural Drawings,http://lmnts.lmnarchitects.com/featured/grasshopper-and-d3js/,Erick Katzenstein,blog post,LMN Tech Studio,"drawings, interoperability","d3.js, Grasshopper for Rhino",http://lmnts.lmnarchitects.com/wp-content/uploads/2014/02/SVG.png,12/3/2014
Generic D3 Drawer with Grasshopper for Rhino,http://lmnts.lmnarchitects.com/fabrication/grasshopper-to-d3js/,Erick Katzenstein,blog post,LMN Tech Studio,"drawings, interoperability","d3.js, Grasshopper for Rhino",http://lmnts.lmnarchitects.com/wp-content/uploads/2014/02/cover2-01-300x96.jpg,12/3/2014
2D to 3D with ThreeJS+D3JS,http://lmnts.lmnarchitects.com/featured/grasshopperthree-jsd3-js/,Erick Katzenstein,blog post,LMN Tech Studio,"drawings, interoperability","d3.js, threejs, Grasshopper for Rhino",http://lmnts.lmnarchitects.com/wp-content/uploads/2014/03/Demo021-1000x943.jpg,12/3/2014
Transformations with D3 and Three,http://lmnts.lmnarchitects.com/simulation/threejs-transformations-with-grasshopper/,Erick Katzenstein,blog post,LMN Tech Studio,"drawings, interoperability","d3.js, threejs, Grasshopper for Rhino",http://lmnts.lmnarchitects.com/wp-content/uploads/2014/03/interLink1-1000x683.jpg,12/3/2014
Interacting with Climate Data,http://lmnts.lmnarchitects.com/interaction/interacting-with-climate-data/,Erick Katzenstein,blog post,LMN Tech Studio,"parallel coordinates, scatterplot","d3.js, epw, parcoords",http://lmnts.lmnarchitects.com/wp-content/uploads/2014/04/a5.jpg,12/3/2014
